Lieu	N° région, département	Série	Unité	1990	1992	1995	1997	1999	2002	2004	2005	2006	2007	2008	2009
POITOU-CHARENTES	54	EN11Consommation de produits pétroliers dans les transports (hors biocarburants	ktep	1515.0	1349.0	1414.0	1376.0	1520.0	1484.0	1489.0	1563.0	1546.0	1580.0	1520.0	1498.0
POITOU-CHARENTES	54	EN11Consommation de biocarburants dans les transports	ktep	ND	ND	ND	ND	ND	ND	12.0	15.0	26.0	53.0	85.0	92.0
POITOU-CHARENTES	54	EN11Consommation de supercarburants (yc biocarburants) dans les transports	kt	689.0	535.0	487.0	438.0	454.0	401.0	352.0	345.0	325.0	317.0	290.0	282.0
POITOU-CHARENTES	54	EN11Consommation de gazole (yc biocarburants) dans les transports	kt	792.0	788.0	904.0	917.0	1045.0	1063.0	1096.0	1180.0	1196.0	1264.0	1261.0	1254.0
POITOU-CHARENTES	54	EN11Consommation d'électricité haute tension dans les transports	GWh	145.0	160.0	168.0	192.0	196.0	208.0	211.0	210.0	215.0	215.0	212.0	210.0
POITOU-CHARENTES	54	EN11Consommation d'électricité haute tension dans les transports	ktep	12.0	14.0	14.0	17.0	17.0	18.0	18.0	18.0	19.0	18.0	18.0	18.0
POITOU-CHARENTES	54	EN11Consommation de produits pétroliers pour la pêche	ktep	39.0	39.0	37.0	37.0	30.0	29.0	30.0	24.0	24.0	26.0	25.0	25.0
PROVENCE-ALPES-COTE D AZUR	93	EN11Consommation totale d'énergie par les transports	ktep	3446.0	3563.0	3593.0	3740.0	3973.0	4024.0	3954.0	3947.0	3875.0	4012.0	4034.0	4004.0
PROVENCE-ALPES-COTE D AZUR	93	EN11Consommation de produits pétroliers dans les transports (hors biocarburants	ktep	3396.0	3515.0	3549.0	3695.0	3926.0	3974.0	3865.0	3853.0	3756.0	3832.0	3783.0	3744.0
PROVENCE-ALPES-COTE D AZUR	93	EN11Consommation de biocarburants dans les transports	ktep	ND	ND	ND	ND	ND	ND	28.0	33.0	58.0	119.0	190.0	206.0
PROVENCE-ALPES-COTE D AZUR	93	EN11Consommation de supercarburants (yc biocarburants) dans les transports	kt	1686.0	1642.0	1438.0	1351.0	1374.0	1268.0	1118.0	1063.0	1006.0	970.0	902.0	867.0
PROVENCE-ALPES-COTE D AZUR	93	EN11Consommation de gazole (yc biocarburants) dans les transports	kt	1249.0	1421.0	1636.0	1788.0	2005.0	2154.0	2266.0	2331.0	2365.0	2551.0	2528.0	2571.0
PROVENCE-ALPES-COTE D AZUR	93	EN11Consommation d'électricité haute tension dans les transports	GWh	582.0	559.0	511.0	527.0	544.0	578.0	716.0	719.0	713.0	700.0	717.0	628.0
PROVENCE-ALPES-COTE D AZUR	93	EN11Consommation d'électricité haute tension dans les transports	ktep	50.0	48.0	44.0	45.0	47.0	50.0	62.0	62.0	61.0	60.0	62.0	54.0
PROVENCE-ALPES-COTE D AZUR	93	EN11Consommation de produits pétroliers pour la pêche	ktep	18.0	18.0	24.0	24.0	27.0	22.0	26.0	29.0	16.0	17.0	14.0	22.0
RHONE-ALPES	82	EN11Consommation totale d'énergie par les transports	ktep	4398.0	4538.0	4541.0	4625.0	4725.0	4950.0	4929.0	4817.0	4845.0	4901.0	4908.0	4835.0
RHONE-ALPES	82	EN11Consommation de produits pétroliers dans les transports (hors biocarburants	ktep	4326.0	4461.0	4454.0	4530.0	4624.0	4843.0	4768.0	4654.0	4649.0	4629.0	4538.0	4453.0
RHONE-ALPES	82	EN11Consommation de biocarburants dans les transports	ktep	ND	ND	ND	ND	ND	ND	36.0	42.0	75.0	151.0	244.0	262.0
RHONE-ALPES	82	EN11Consommation de supercarburants (yc biocarburants) dans les transports	kt	1993.0	1888.0	1642.0	1513.0	1476.0	1370.0	1168.0	1088.0	1022.0	976.0	901.0	868.0
RHONE-ALPES	82	EN11Consommation de gazole (yc biocarburants) dans les transports	kt	2099.0	2352.0	2613.0	2810.0	2931.0	3231.0	3289.0	3273.0	3373.0	3475.0	3521.0	3516.0
RHONE-ALPES	82	EN11Consommation d'électricité haute tension dans les transports	GWh	847.0	904.0	1017.0	1108.0	1175.0	1249.0	1443.0	1414.0	1408.0	1414.0	1464.0	1399.0
RHONE-ALPES	82	EN11Consommation d'électricité haute tension dans les transports	ktep	73.0	78.0	87.0	95.0	101.0	107.0	124.0	122.0	121.0	122.0	126.0	120.0
RHONE-ALPES	82	EN11Consommation de produits pétroliers pour la pêche	ktep	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Producteurs : MEEM (CGDD/SOeS), DREAL (Direction régionale de l'environnement, de l'aménagement et du logement).
Source .
