Lieu	N° région, département	Série	Unité	2006	2012
DOUBS	25	OC30412-Surface des tourbières	ha	512.0	512.0
DOUBS	25	OC30421-Surface des marais maritimes	ha	0.0	0.0
DOUBS	25	OC30422-Surface des marais salants	ha	0.0	0.0
DOUBS	25	OC30423-Surface des zones intertidales	ha	0.0	0.0
DOUBS	25	OC305111-Surface des cours et voies d'eau	ha	632.0	632.0
DOUBS	25	OC305112-Surface des cours et voies d'eau temporaires	ha	0.0	0.0
DOUBS	25	OC30512-Surface des plans d'eau	ha	1321.0	1364.0
DOUBS	25	OC30521-Surface des lagunes littorales	ha	0.0	0.0
DOUBS	25	OC30522-Surface des estuaires	ha	0.0	0.0
DOUBS	25	OC30523-Surface des mers et océans	ha	0.0	0.0
DOUBS	25	OC309999-Surface non affectée/renseignée	ha	0.0	0.0
DOUBS	25	OC30Total de la surface des territoires artificialisés	ha	30695.0	31382.0
DOUBS	25	OC30Total de la surface des territoires agricoles	ha	252463.0	251800.0
DOUBS	25	OC30Total de la surface des forêts et milieux semi-naturels	ha	235777.0	235710.0
DOUBS	25	OC30Total de la surface des zones humides	ha	3814.0	3814.0
DOUBS	25	OC30Total de la surface en eau	ha	1953.0	1996.0
DOUBS	25	OC30Surface totale	ha	524702.0	524702.0
DROME	26	OC30111-Surface du tissu urbain continu	ha	320.0	320.0
DROME	26	OC30112-Surface du tissu urbain discontinu	ha	14988.0	15535.0
DROME	26	OC30121-Surface des zones industrielles ou commerciales et installations publiques	ha	4272.0	4762.0
DROME	26	OC30122-Surface des réseaux routiers et ferroviaires et espaces associés	ha	754.0	764.0
DROME	26	OC30123-Surface des zones portuaires	ha	0.0	0.0
DROME	26	OC30124-Surface des aéroports	ha	96.0	96.0
DROME	26	OC30131-Surface consacrée à l'extraction de matériaux	ha	1208.0	1422.0
DROME	26	OC30132-Surface occupée par des décharges	ha	0.0	0.0
DROME	26	OC30133-Surface des chantiers	ha	0.0	91.0
DROME	26	OC30141-Surface des espaces verts urbains	ha	29.0	29.0
DROME	26	OC30142-Surface occupée par des équipements sportifs et de loisirs	ha	510.0	546.0
DROME	26	OC302111-Surface des terres arables hors périmètres d'irrigation	ha	87815.0	87301.0
DROME	26	OC302112-Surface des cannes à sucre	ha	0.0	0.0
DROME	26	OC30212-Surface des périmètres irrigués en permanence	ha	0.0	0.0
DROME	26	OC30213-Surface des rizières	ha	0.0	0.0
DROME	26	OC30221-Surface des vignobles	ha	19014.0	19037.0
DROME	26	OC302221-Surface des vergers et petits fruits	ha	11123.0	10981.0
DROME	26	OC302222-Surface des bananeraies	ha	0.0	0.0
DROME	26	OC302223-Surface des palmeraies	ha	0.0	0.0
DROME	26	OC302224-Surface des caféiers	ha	0.0	0.0
DROME	26	OC30223-Surface des oliveraies	ha	2477.0	2477.0
DROME	26	OC30231-Surface des prairies et autres surfaces toujours en herbe à usage agricole	ha	31857.0	31783.0
DROME	26	OC30241-Surface des cultures annuelles associées à des cultures permanentes	ha	0.0	0.0
DROME	26	OC30242-Surface des systèmes culturaux et parcellaires complexes	ha	89242.0	88648.0
DROME	26	OC30243-Surface essentiellement agricole, interrompue par des espaces naturels importants	ha	26619.0	26641.0
DROME	26	OC30244-Surface des territoires agroforestiers	ha	0.0	0.0
DROME	26	OC303111-Surface des forêts de feuillus	ha	125938.0	125611.0
DROME	26	OC303111-Surface des mangroves	ha	0.0	0.0
DROME	26	OC30312-Surface des forêts de conifères	ha	78382.0	78256.0
DROME	26	OC30313-Surface des forêts mélangées	ha	73673.0	73630.0
DROME	26	OC30321-Surface des pelouses et pâturages naturels	ha	18378.0	18378.0
DROME	26	OC30322-Surface des landes et broussailles	ha	4197.0	4197.0
DROME	26	OC30323-Surface de la végétation sclérophylle	ha	23201.0	23201.0
DROME	26	OC30324-Surface des forêts et végétations arbustives en mutation	ha	29053.0	29438.0
DROME	26	OC30331-Surface des plages, dunes, sables	ha	1040.0	1040.0
DROME	26	OC30332-Surface des roches nues	ha	2767.0	2767.0
DROME	26	OC30333-Surface de végétation clairsemée	ha	4929.0	4929.0
DROME	26	OC30334-Surface des zones incendiées	ha	0.0	0.0
DROME	26	OC30335-Surface des glaciers et neiges éternelles	ha	0.0	0.0
DROME	26	OC30411-Surface des marais intérieurs	ha	34.0	34.0
DROME	26	OC30412-Surface des tourbières	ha	0.0	0.0
DROME	26	OC30421-Surface des marais maritimes	ha	0.0	0.0
DROME	26	OC30422-Surface des marais salants	ha	0.0	0.0
DROME	26	OC30423-Surface des zones intertidales	ha	0.0	0.0
DROME	26	OC305111-Surface des cours et voies d'eau	ha	3431.0	3431.0
DROME	26	OC305112-Surface des cours et voies d'eau temporaires	ha	0.0	0.0
DROME	26	OC30512-Surface des plans d'eau	ha	62.0	62.0
DROME	26	OC30521-Surface des lagunes littorales	ha	0.0	0.0
DROME	26	OC30522-Surface des estuaires	ha	0.0	0.0
DROME	26	OC30523-Surface des mers et océans	ha	0.0	0.0
DROME	26	OC309999-Surface non affectée/renseignée	ha	0.0	0.0
DROME	26	OC30Total de la surface des territoires artificialisés	ha	22176.0	23565.0
DROME	26	OC30Total de la surface des territoires agricoles	ha	268147.0	266868.0
DROME	26	OC30Total de la surface des forêts et milieux semi-naturels	ha	361558.0	361447.0
DROME	26	OC30Total de la surface des zones humides	ha	34.0	34.0
DROME	26	OC30Total de la surface en eau	ha	3493.0	3493.0
DROME	26	OC30Surface totale	ha	655407.0	655407.0
ESSONNE	91	OC30111-Surface du tissu urbain continu	ha	50.0	50.0
ESSONNE	91	OC30112-Surface du tissu urbain discontinu	ha	29774.0	30106.0
ESSONNE	91	OC30121-Surface des zones industrielles ou commerciales et installations publiques	ha	6135.0	6323.0
ESSONNE	91	OC30122-Surface des réseaux routiers et ferroviaires et espaces associés	ha	763.0	763.0
ESSONNE	91	OC30123-Surface des zones portuaires	ha	25.0	25.0
ESSONNE	91	OC30124-Surface des aéroports	ha	1642.0	1642.0
ESSONNE	91	OC30131-Surface consacrée à l'extraction de matériaux	ha	461.0	509.0
ESSONNE	91	OC30132-Surface occupée par des décharges	ha	0.0	0.0
ESSONNE	91	OC30133-Surface des chantiers	ha	88.0	26.0
ESSONNE	91	OC30141-Surface des espaces verts urbains	ha	2416.0	2427.0
ESSONNE	91	OC30142-Surface occupée par des équipements sportifs et de loisirs	ha	2400.0	2392.0
ESSONNE	91	OC302111-Surface des terres arables hors périmètres d'irrigation	ha	90753.0	90277.0
ESSONNE	91	OC302112-Surface des cannes à sucre	ha	0.0	0.0
ESSONNE	91	OC30212-Surface des périmètres irrigués en permanence	ha	0.0	0.0
ESSONNE	91	OC30213-Surface des rizières	ha	0.0	0.0
ESSONNE	91	OC30221-Surface des vignobles	ha	0.0	0.0
ESSONNE	91	OC302221-Surface des vergers et petits fruits	ha	29.0	29.0
ESSONNE	91	OC302222-Surface des bananeraies	ha	0.0	0.0
ESSONNE	91	OC302223-Surface des palmeraies	ha	0.0	0.0
ESSONNE	91	OC302224-Surface des caféiers	ha	0.0	0.0
ESSONNE	91	OC30223-Surface des oliveraies	ha	0.0	0.0
ESSONNE	91	OC30231-Surface des prairies et autres surfaces toujours en herbe à usage agricole	ha	1589.0	1559.0
ESSONNE	91	OC30241-Surface des cultures annuelles associées à des cultures permanentes	ha	0.0	0.0
ESSONNE	91	OC30242-Surface des systèmes culturaux et parcellaires complexes	ha	1759.0	1759.0
ESSONNE	91	OC30243-Surface essentiellement agricole, interrompue par des espaces naturels importants	ha	2036.0	2036.0
ESSONNE	91	OC30244-Surface des territoires agroforestiers	ha	0.0	0.0
ESSONNE	91	OC303111-Surface des forêts de feuillus	ha	33918.0	33917.0
ESSONNE	91	OC303111-Surface des mangroves	ha	0.0	0.0
ESSONNE	91	OC30312-Surface des forêts de conifères	ha	1729.0	1729.0
ESSONNE	91	OC30313-Surface des forêts mélangées	ha	4228.0	4228.0
ESSONNE	91	OC30321-Surface des pelouses et pâturages naturels	ha	0.0	0.0
ESSONNE	91	OC30322-Surface des landes et broussailles	ha	0.0	0.0
ESSONNE	91	OC30323-Surface de la végétation sclérophylle	ha	0.0	0.0
ESSONNE	91	OC30324-Surface des forêts et végétations arbustives en mutation	ha	459.0	459.0
ESSONNE	91	OC30331-Surface des plages, dunes, sables	ha	0.0	0.0
ESSONNE	91	OC30332-Surface des roches nues	ha	0.0	0.0
ESSONNE	91	OC30333-Surface de végétation clairsemée	ha	0.0	0.0
ESSONNE	91	OC30334-Surface des zones incendiées	ha	0.0	0.0
ESSONNE	91	OC30335-Surface des glaciers et neiges éternelles	ha	0.0	0.0
ESSONNE	91	OC30411-Surface des marais intérieurs	ha	633.0	633.0
ESSONNE	91	OC30412-Surface des tourbières	ha	0.0	0.0
ESSONNE	91	OC30421-Surface des marais maritimes	ha	0.0	0.0
ESSONNE	91	OC30422-Surface des marais salants	ha	0.0	0.0
ESSONNE	91	OC30423-Surface des zones intertidales	ha	0.0	0.0
ESSONNE	91	OC305111-Surface des cours et voies d'eau	ha	424.0	424.0
ESSONNE	91	OC305112-Surface des cours et voies d'eau temporaires	ha	0.0	0.0
ESSONNE	91	OC30512-Surface des plans d'eau	ha	538.0	538.0
ESSONNE	91	OC30521-Surface des lagunes littorales	ha	0.0	0.0
ESSONNE	91	OC30522-Surface des estuaires	ha	0.0	0.0
ESSONNE	91	OC30523-Surface des mers et océans	ha	0.0	0.0
ESSONNE	91	OC309999-Surface non affectée/renseignée	ha	0.0	0.0
ESSONNE	91	OC30Total de la surface des territoires artificialisés	ha	43755.0	44263.0
ESSONNE	91	OC30Total de la surface des territoires agricoles	ha	96167.0	95660.0
ESSONNE	91	OC30Total de la surface des forêts et milieux semi-naturels	ha	40334.0	40333.0
ESSONNE	91	OC30Total de la surface des zones humides	ha	633.0	633.0
ESSONNE	91	OC30Total de la surface en eau	ha	963.0	963.0
ESSONNE	91	OC30Surface totale	ha	181852.0	181852.0
EURE	27	OC30111-Surface du tissu urbain continu	ha	159.0	159.0
EURE	27	OC30112-Surface du tissu urbain discontinu	ha	28438.0	29078.0
EURE	27	OC30121-Surface des zones industrielles ou commerciales et installations publiques	ha	3378.0	3681.0
EURE	27	OC30122-Surface des réseaux routiers et ferroviaires et espaces associés	ha	129.0	167.0
EURE	27	OC30123-Surface des zones portuaires	ha	0.0	0.0
EURE	27	OC30124-Surface des aéroports	ha	676.0	676.0
EURE	27	OC30131-Surface consacrée à l'extraction de matériaux	ha	829.0	981.0
EURE	27	OC30132-Surface occupée par des décharges	ha	29.0	63.0
EURE	27	OC30133-Surface des chantiers	ha	159.0	84.0
EURE	27	OC30141-Surface des espaces verts urbains	ha	143.0	190.0
EURE	27	OC30142-Surface occupée par des équipements sportifs et de loisirs	ha	1399.0	1488.0
EURE	27	OC302111-Surface des terres arables hors périmètres d'irrigation	ha	327955.0	327491.0
EURE	27	OC302112-Surface des cannes à sucre	ha	0.0	0.0
EURE	27	OC30212-Surface des périmètres irrigués en permanence	ha	0.0	0.0
EURE	27	OC30213-Surface des rizières	ha	0.0	0.0
EURE	27	OC30221-Surface des vignobles	ha	0.0	0.0
EURE	27	OC302221-Surface des vergers et petits fruits	ha	96.0	96.0
EURE	27	OC302222-Surface des bananeraies	ha	0.0	0.0
EURE	27	OC302223-Surface des palmeraies	ha	0.0	0.0
EURE	27	OC302224-Surface des caféiers	ha	0.0	0.0
EURE	27	OC30223-Surface des oliveraies	ha	0.0	0.0
EURE	27	OC30231-Surface des prairies et autres surfaces toujours en herbe à usage agricole	ha	81045.0	80597.0
EURE	27	OC30241-Surface des cultures annuelles associées à des cultures permanentes	ha	0.0	0.0
EURE	27	OC30242-Surface des systèmes culturaux et parcellaires complexes	ha	21204.0	21012.0
EURE	27	OC30243-Surface essentiellement agricole, interrompue par des espaces naturels importants	ha	8299.0	8290.0
EURE	27	OC30244-Surface des territoires agroforestiers	ha	0.0	0.0
EURE	27	OC303111-Surface des forêts de feuillus	ha	102822.0	103358.0
EURE	27	OC303111-Surface des mangroves	ha	0.0	0.0
EURE	27	OC30312-Surface des forêts de conifères	ha	10717.0	10735.0
EURE	27	OC30313-Surface des forêts mélangées	ha	7225.0	7337.0
EURE	27	OC30321-Surface des pelouses et pâturages naturels	ha	0.0	0.0
EURE	27	OC30322-Surface des landes et broussailles	ha	151.0	151.0
EURE	27	OC30323-Surface de la végétation sclérophylle	ha	0.0	0.0
EURE	27	OC30324-Surface des forêts et végétations arbustives en mutation	ha	3533.0	2733.0
EURE	27	OC30331-Surface des plages, dunes, sables	ha	0.0	0.0
EURE	27	OC30332-Surface des roches nues	ha	0.0	0.0
EURE	27	OC30333-Surface de végétation clairsemée	ha	0.0	0.0
EURE	27	OC30334-Surface des zones incendiées	ha	0.0	0.0
EURE	27	OC30335-Surface des glaciers et neiges éternelles	ha	0.0	0.0
EURE	27	OC30411-Surface des marais intérieurs	ha	133.0	133.0
EURE	27	OC30412-Surface des tourbières	ha	0.0	0.0
EURE	27	OC30421-Surface des marais maritimes	ha	8.0	8.0
EURE	27	OC30422-Surface des marais salants	ha	0.0	0.0
EURE	27	OC30423-Surface des zones intertidales	ha	0.0	0.0
EURE	27	OC305111-Surface des cours et voies d'eau	ha	1756.0	1756.0
EURE	27	OC305112-Surface des cours et voies d'eau temporaires	ha	0.0	0.0
EURE	27	OC30512-Surface des plans d'eau	ha	2186.0	2204.0
EURE	27	OC30521-Surface des lagunes littorales	ha	0.0	0.0
EURE	27	OC30522-Surface des estuaires	ha	958.0	958.0
EURE	27	OC30523-Surface des mers et océans	ha	0.0	0.0
EURE	27	OC309999-Surface non affectée/renseignée	ha	0.0	0.0
EURE	27	OC30Total de la surface des territoires artificialisés	ha	35339.0	36567.0
EURE	27	OC30Total de la surface des territoires agricoles	ha	438599.0	437487.0
EURE	27	OC30Total de la surface des forêts et milieux semi-naturels	ha	124449.0	124314.0
EURE	27	OC30Total de la surface des zones humides	ha	141.0	141.0
EURE	27	OC30Total de la surface en eau	ha	4901.0	4919.0
EURE	27	OC30Surface totale	ha	603428.0	603428.0
EURE-ET-LOIR	28	OC30111-Surface du tissu urbain continu	ha	132.0	132.0
EURE-ET-LOIR	28	OC30112-Surface du tissu urbain discontinu	ha	20197.0	20552.0
EURE-ET-LOIR	28	OC30121-Surface des zones industrielles ou commerciales et installations publiques	ha	3235.0	3452.0
EURE-ET-LOIR	28	OC30122-Surface des réseaux routiers et ferroviaires et espaces associés	ha	160.0	185.0
EURE-ET-LOIR	28	OC30123-Surface des zones portuaires	ha	0.0	0.0
EURE-ET-LOIR	28	OC30124-Surface des aéroports	ha	528.0	534.0
EURE-ET-LOIR	28	OC30131-Surface consacrée à l'extraction de matériaux	ha	406.0	370.0
EURE-ET-LOIR	28	OC30132-Surface occupée par des décharges	ha	0.0	0.0
EURE-ET-LOIR	28	OC30133-Surface des chantiers	ha	97.0	10.0
EURE-ET-LOIR	28	OC30141-Surface des espaces verts urbains	ha	64.0	64.0
EURE-ET-LOIR	28	OC30142-Surface occupée par des équipements sportifs et de loisirs	ha	1213.0	1262.0
EURE-ET-LOIR	28	OC302111-Surface des terres arables hors périmètres d'irrigation	ha	461857.0	461437.0
EURE-ET-LOIR	28	OC302112-Surface des cannes à sucre	ha	0.0	0.0
EURE-ET-LOIR	28	OC30212-Surface des périmètres irrigués en permanence	ha	0.0	0.0
EURE-ET-LOIR	28	OC30213-Surface des rizières	ha	0.0	0.0
EURE-ET-LOIR	28	OC30221-Surface des vignobles	ha	0.0	0.0
EURE-ET-LOIR	28	OC302221-Surface des vergers et petits fruits	ha	40.0	40.0
EURE-ET-LOIR	28	OC302222-Surface des bananeraies	ha	0.0	0.0
EURE-ET-LOIR	28	OC302223-Surface des palmeraies	ha	0.0	0.0
EURE-ET-LOIR	28	OC302224-Surface des caféiers	ha	0.0	0.0
EURE-ET-LOIR	28	OC30223-Surface des oliveraies	ha	0.0	0.0
EURE-ET-LOIR	28	OC30231-Surface des prairies et autres surfaces toujours en herbe à usage agricole	ha	22896.0	22790.0
EURE-ET-LOIR	28	OC30241-Surface des cultures annuelles associées à des cultures permanentes	ha	0.0	0.0
EURE-ET-LOIR	28	OC30242-Surface des systèmes culturaux et parcellaires complexes	ha	5956.0	5920.0
EURE-ET-LOIR	28	OC30243-Surface essentiellement agricole, interrompue par des espaces naturels importants	ha	6385.0	6347.0
EURE-ET-LOIR	28	OC30244-Surface des territoires agroforestiers	ha	0.0	0.0
EURE-ET-LOIR	28	OC303111-Surface des forêts de feuillus	ha	62214.0	63306.0
EURE-ET-LOIR	28	OC303111-Surface des mangroves	ha	0.0	0.0
EURE-ET-LOIR	28	OC30312-Surface des forêts de conifères	ha	1880.0	1870.0
EURE-ET-LOIR	28	OC30313-Surface des forêts mélangées	ha	1931.0	2015.0
EURE-ET-LOIR	28	OC30321-Surface des pelouses et pâturages naturels	ha	0.0	0.0
EURE-ET-LOIR	28	OC30322-Surface des landes et broussailles	ha	217.0	217.0
EURE-ET-LOIR	28	OC30323-Surface de la végétation sclérophylle	ha	0.0	0.0
EURE-ET-LOIR	28	OC30324-Surface des forêts et végétations arbustives en mutation	ha	1620.0	516.0
EURE-ET-LOIR	28	OC30331-Surface des plages, dunes, sables	ha	0.0	0.0
EURE-ET-LOIR	28	OC30332-Surface des roches nues	ha	0.0	0.0
EURE-ET-LOIR	28	OC30333-Surface de végétation clairsemée	ha	0.0	0.0
EURE-ET-LOIR	28	OC30334-Surface des zones incendiées	ha	0.0	0.0
EURE-ET-LOIR	28	OC30335-Surface des glaciers et neiges éternelles	ha	0.0	0.0
EURE-ET-LOIR	28	OC30411-Surface des marais intérieurs	ha	496.0	496.0
EURE-ET-LOIR	28	OC30412-Surface des tourbières	ha	0.0	0.0
EURE-ET-LOIR	28	OC30421-Surface des marais maritimes	ha	0.0	0.0
EURE-ET-LOIR	28	OC30422-Surface des marais salants	ha	0.0	0.0
EURE-ET-LOIR	28	OC30423-Surface des zones intertidales	ha	0.0	0.0
EURE-ET-LOIR	28	OC305111-Surface des cours et voies d'eau	ha	0.0	0.0
EURE-ET-LOIR	28	OC305112-Surface des cours et voies d'eau temporaires	ha	0.0	0.0
EURE-ET-LOIR	28	OC30512-Surface des plans d'eau	ha	1218.0	1225.0
EURE-ET-LOIR	28	OC30521-Surface des lagunes littorales	ha	0.0	0.0
EURE-ET-LOIR	28	OC30522-Surface des estuaires	ha	0.0	0.0
EURE-ET-LOIR	28	OC30523-Surface des mers et océans	ha	0.0	0.0
EURE-ET-LOIR	28	OC309999-Surface non affectée/renseignée	ha	0.0	0.0
EURE-ET-LOIR	28	OC30Total de la surface des territoires artificialisés	ha	26032.0	26562.0
EURE-ET-LOIR	28	OC30Total de la surface des territoires agricoles	ha	497134.0	496534.0
EURE-ET-LOIR	28	OC30Total de la surface des forêts et milieux semi-naturels	ha	67861.0	67924.0
EURE-ET-LOIR	28	OC30Total de la surface des zones humides	ha	496.0	496.0
EURE-ET-LOIR	28	OC30Total de la surface en eau	ha	1218.0	1225.0
EURE-ET-LOIR	28	OC30Surface totale	ha	592741.0	592741.0
FINISTERE	29	OC30111-Surface du tissu urbain continu	ha	438.0	438.0
FINISTERE	29	OC30112-Surface du tissu urbain discontinu	ha	44321.0	45340.0
FINISTERE	29	OC30121-Surface des zones industrielles ou commerciales et installations publiques	ha	5317.0	5783.0
FINISTERE	29	OC30122-Surface des réseaux routiers et ferroviaires et espaces associés	ha	71.0	71.0
FINISTERE	29	OC30123-Surface des zones portuaires	ha	572.0	572.0
FINISTERE	29	OC30124-Surface des aéroports	ha	858.0	871.0
FINISTERE	29	OC30131-Surface consacrée à l'extraction de matériaux	ha	845.0	927.0
FINISTERE	29	OC30132-Surface occupée par des décharges	ha	27.0	27.0
FINISTERE	29	OC30133-Surface des chantiers	ha	88.0	0.0
FINISTERE	29	OC30141-Surface des espaces verts urbains	ha	126.0	121.0
FINISTERE	29	OC30142-Surface occupée par des équipements sportifs et de loisirs	ha	1818.0	1823.0
FINISTERE	29	OC302111-Surface des terres arables hors périmètres d'irrigation	ha	229329.0	228911.0
FINISTERE	29	OC302112-Surface des cannes à sucre	ha	0.0	0.0
FINISTERE	29	OC30212-Surface des périmètres irrigués en permanence	ha	0.0	0.0
FINISTERE	29	OC30213-Surface des rizières	ha	0.0	0.0
FINISTERE	29	OC30221-Surface des vignobles	ha	0.0	0.0
FINISTERE	29	OC302221-Surface des vergers et petits fruits	ha	0.0	0.0
FINISTERE	29	OC302222-Surface des bananeraies	ha	0.0	0.0
FINISTERE	29	OC302223-Surface des palmeraies	ha	0.0	0.0
FINISTERE	29	OC302224-Surface des caféiers	ha	0.0	0.0
FINISTERE	29	OC30223-Surface des oliveraies	ha	0.0	0.0
FINISTERE	29	OC30231-Surface des prairies et autres surfaces toujours en herbe à usage agricole	ha	46357.0	46323.0
FINISTERE	29	OC30241-Surface des cultures annuelles associées à des cultures permanentes	ha	0.0	0.0
FINISTERE	29	OC30242-Surface des systèmes culturaux et parcellaires complexes	ha	226312.0	225342.0
FINISTERE	29	OC30243-Surface essentiellement agricole, interrompue par des espaces naturels importants	ha	21760.0	21715.0
FINISTERE	29	OC30244-Surface des territoires agroforestiers	ha	0.0	0.0
FINISTERE	29	OC303111-Surface des forêts de feuillus	ha	40585.0	40637.0
FINISTERE	29	OC303111-Surface des mangroves	ha	0.0	0.0
FINISTERE	29	OC30312-Surface des forêts de conifères	ha	10469.0	10093.0
FINISTERE	29	OC30313-Surface des forêts mélangées	ha	9244.0	9332.0
FINISTERE	29	OC30321-Surface des pelouses et pâturages naturels	ha	391.0	391.0
FINISTERE	29	OC30322-Surface des landes et broussailles	ha	20925.0	21268.0
FINISTERE	29	OC30323-Surface de la végétation sclérophylle	ha	0.0	0.0
FINISTERE	29	OC30324-Surface des forêts et végétations arbustives en mutation	ha	11538.0	11781.0
FINISTERE	29	OC30331-Surface des plages, dunes, sables	ha	430.0	430.0
FINISTERE	29	OC30332-Surface des roches nues	ha	0.0	0.0
FINISTERE	29	OC30333-Surface de végétation clairsemée	ha	0.0	0.0
FINISTERE	29	OC30334-Surface des zones incendiées	ha	376.0	0.0
FINISTERE	29	OC30335-Surface des glaciers et neiges éternelles	ha	0.0	0.0
FINISTERE	29	OC30411-Surface des marais intérieurs	ha	841.0	841.0
FINISTERE	29	OC30412-Surface des tourbières	ha	529.0	529.0
FINISTERE	29	OC30421-Surface des marais maritimes	ha	209.0	209.0
FINISTERE	29	OC30422-Surface des marais salants	ha	0.0	0.0
FINISTERE	29	OC30423-Surface des zones intertidales	ha	787.0	787.0
FINISTERE	29	OC305111-Surface des cours et voies d'eau	ha	0.0	0.0
FINISTERE	29	OC305112-Surface des cours et voies d'eau temporaires	ha	0.0	0.0
FINISTERE	29	OC30512-Surface des plans d'eau	ha	834.0	834.0
FINISTERE	29	OC30521-Surface des lagunes littorales	ha	31.0	31.0
FINISTERE	29	OC30522-Surface des estuaires	ha	296.0	296.0
FINISTERE	29	OC30523-Surface des mers et océans	ha	208.0	208.0
FINISTERE	29	OC309999-Surface non affectée/renseignée	ha	0.0	0.0
FINISTERE	29	OC30Total de la surface des territoires artificialisés	ha	54481.0	55975.0
FINISTERE	29	OC30Total de la surface des territoires agricoles	ha	523757.0	522291.0
FINISTERE	29	OC30Total de la surface des forêts et milieux semi-naturels	ha	93959.0	93932.0
FINISTERE	29	OC30Total de la surface des zones humides	ha	2366.0	2366.0
FINISTERE	29	OC30Total de la surface en eau	ha	1369.0	1369.0
FINISTERE	29	OC30Surface totale	ha	675932.0	675932.0
GARD	30	OC30111-Surface du tissu urbain continu	ha	533.0	533.0
GARD	30	OC30112-Surface du tissu urbain discontinu	ha	28312.0	29102.0
GARD	30	OC30121-Surface des zones industrielles ou commerciales et installations publiques	ha	3577.0	3870.0
GARD	30	OC30122-Surface des réseaux routiers et ferroviaires et espaces associés	ha	364.0	364.0
GARD	30	OC30123-Surface des zones portuaires	ha	0.0	0.0
GARD	30	OC30124-Surface des aéroports	ha	474.0	474.0
GARD	30	OC30131-Surface consacrée à l'extraction de matériaux	ha	1990.0	2169.0
GARD	30	OC30132-Surface occupée par des décharges	ha	254.0	266.0
GARD	30	OC30133-Surface des chantiers	ha	155.0	141.0
GARD	30	OC30141-Surface des espaces verts urbains	ha	0.0	0.0
GARD	30	OC30142-Surface occupée par des équipements sportifs et de loisirs	ha	933.0	933.0
GARD	30	OC302111-Surface des terres arables hors périmètres d'irrigation	ha	12876.0	12748.0
GARD	30	OC302112-Surface des cannes à sucre	ha	0.0	0.0
GARD	30	OC30212-Surface des périmètres irrigués en permanence	ha	0.0	0.0
GARD	30	OC30213-Surface des rizières	ha	9017.0	9106.0
GARD	30	OC30221-Surface des vignobles	ha	104659.0	104412.0
GARD	30	OC302221-Surface des vergers et petits fruits	ha	8640.0	8572.0
GARD	30	OC302222-Surface des bananeraies	ha	0.0	0.0
GARD	30	OC302223-Surface des palmeraies	ha	0.0	0.0
GARD	30	OC302224-Surface des caféiers	ha	0.0	0.0
GARD	30	OC30223-Surface des oliveraies	ha	1145.0	1115.0
GARD	30	OC30231-Surface des prairies et autres surfaces toujours en herbe à usage agricole	ha	8556.0	8479.0
GARD	30	OC30241-Surface des cultures annuelles associées à des cultures permanentes	ha	0.0	0.0
GARD	30	OC30242-Surface des systèmes culturaux et parcellaires complexes	ha	69834.0	69368.0
GARD	30	OC30243-Surface essentiellement agricole, interrompue par des espaces naturels importants	ha	14015.0	13958.0
GARD	30	OC30244-Surface des territoires agroforestiers	ha	0.0	0.0
GARD	30	OC303111-Surface des forêts de feuillus	ha	154771.0	154302.0
GARD	30	OC303111-Surface des mangroves	ha	0.0	0.0
GARD	30	OC30312-Surface des forêts de conifères	ha	18269.0	18251.0
GARD	30	OC30313-Surface des forêts mélangées	ha	42226.0	42236.0
GARD	30	OC30321-Surface des pelouses et pâturages naturels	ha	22205.0	22181.0
GARD	30	OC30322-Surface des landes et broussailles	ha	5210.0	5210.0
GARD	30	OC30323-Surface de la végétation sclérophylle	ha	25235.0	25194.0
GARD	30	OC30324-Surface des forêts et végétations arbustives en mutation	ha	32926.0	33234.0
GARD	30	OC30331-Surface des plages, dunes, sables	ha	490.0	490.0
GARD	30	OC30332-Surface des roches nues	ha	0.0	0.0
GARD	30	OC30333-Surface de végétation clairsemée	ha	346.0	346.0
GARD	30	OC30334-Surface des zones incendiées	ha	41.0	0.0
GARD	30	OC30335-Surface des glaciers et neiges éternelles	ha	0.0	0.0
GARD	30	OC30411-Surface des marais intérieurs	ha	5152.0	5152.0
GARD	30	OC30412-Surface des tourbières	ha	0.0	0.0
GARD	30	OC30421-Surface des marais maritimes	ha	4329.0	4329.0
GARD	30	OC30422-Surface des marais salants	ha	2697.0	2697.0
GARD	30	OC30423-Surface des zones intertidales	ha	0.0	0.0
GARD	30	OC305111-Surface des cours et voies d'eau	ha	3278.0	3278.0
GARD	30	OC305112-Surface des cours et voies d'eau temporaires	ha	0.0	0.0
GARD	30	OC30512-Surface des plans d'eau	ha	1389.0	1389.0
GARD	30	OC30521-Surface des lagunes littorales	ha	3634.0	3634.0
GARD	30	OC30522-Surface des estuaires	ha	0.0	0.0
GARD	30	OC30523-Surface des mers et océans	ha	38.0	38.0
GARD	30	OC309999-Surface non affectée/renseignée	ha	0.0	0.0
GARD	30	OC30Total de la surface des territoires artificialisés	ha	36592.0	37850.0
GARD	30	OC30Total de la surface des territoires agricoles	ha	228741.0	227758.0
GARD	30	OC30Total de la surface des forêts et milieux semi-naturels	ha	301720.0	301444.0
GARD	30	OC30Total de la surface des zones humides	ha	12178.0	12178.0
GARD	30	OC30Total de la surface en eau	ha	8339.0	8339.0
GARD	30	OC30Surface totale	ha	587569.0	587569.0
GERS	32	OC30111-Surface du tissu urbain continu	ha	167.0	167.0
