vehicle,unit,geo\time	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
TRC,NR,MT	1125 	1096 	1058 	1147 	1197 	1243 	1251 	1237 	1210 	1205 	603 	527 	466 	414 	351 	300 	247 	: 	: 	: 	: 	: 	: 	: 	: 
TRC,NR,MT0	1125 	1096 	1058 	1147 	1197 	1243 	1251 	1237 	1210 	1205 	603 	527 	466 	414 	351 	300 	247 	: 	: 	: 	: 	: 	: 	: 	: 
TRC,NR,MT00	1125 	1096 	1058 	1147 	1197 	1243 	1251 	1237 	1210 	1205 	603 	527 	466 	414 	351 	300 	247 	: 	: 	: 	: 	: 	: 	: 	: 
TRC,NR,NL	70533 	71063 	70422 	71487 	71329 	71560 	74624 	72786 	70544 	65608 	64519 	63445 	62889 	62013 	59804 	56800 	52600 	49000 	47400 	44500 	41300 	40400 	40400 	38400 	36100 
TRC,NR,NL1	6815 	6880 	6913 	7068 	7078 	7117 	7422 	7199 	6943 	6574 	6589 	6527 	6520 	6510 	6302 	5900 	5500 	5300 	5000 	4800 	4500 	4400 	4300 	4100 	3900 
TRC,NR,NL11	1826 	1925 	1923 	1939 	1973 	1997 	2171 	2191 	2061 	1943 	1921 	1929 	1871 	1913 	1865 	1800 	1600 	1600 	1500 	1500 	1500 	1400 	1500 	1400 	1300 
TRC,NR,NL12	2908 	2917 	2883 	2879 	2891 	2849 	2908 	2768 	2674 	2503 	2471 	2410 	2497 	2488 	2358 	2200 	2000 	1900 	1800 	1800 	1600 	1500 	1500 	1400 	1300 
TRC,NR,NL13	2081 	2038 	2107 	2250 	2214 	2271 	2343 	2240 	2208 	2128 	2197 	2188 	2152 	2109 	2079 	2000 	1900 	1800 	1700 	1600 	1400 	1400 	1400 	1300 	1200 
TRC,NR,NL2	17498 	17305 	16934 	17209 	17327 	17270 	17947 	17712 	17142 	15736 	14940 	14507 	14348 	13979 	13106 	12400 	11600 	10700 	10300 	9700 	9000 	8800 	8700 	8100 	7500 
TRC,NR,NL21	6077 	6107 	5970 	6177 	6172 	6117 	6256 	6120 	5804 	5238 	5066 	4755 	4652 	4593 	4330 	4000 	3700 	3400 	3300 	3200 	3000 	2800 	2800 	2600 	2400 
TRC,NR,NL22	10091 	9962 	9776 	9780 	9854 	9753 	10251 	10085 	9891 	9258 	8808 	8766 	8725 	8497 	8081 	7800 	7300 	6800 	6500 	6100 	5600 	5600 	5600 	5200 	4900 
TRC,NR,NL23	1330 	1236 	1188 	1252 	1301 	1400 	1440 	1507 	1447 	1240 	1066 	986 	971 	889 	695 	600 	600 	500 	500 	400 	300 	300 	300 	300 	200 
TRC,NR,NL3	27192 	27645 	27247 	27404 	27188 	27544 	28637 	27928 	26734 	24998 	24743 	24245 	24042 	23646 	23128 	22300 	20400 	19000 	18500 	17400 	16500 	16300 	16300 	15700 	15000 
TRC,NR,NL31	3958 	4303 	4302 	4189 	4081 	4052 	4156 	4319 	4166 	3934 	4076 	3949 	3788 	3831 	3575 	3600 	3300 	3000 	2900 	2700 	2500 	2500 	2500 	2400 	2300 
TRC,NR,NL32	7210 	7023 	6785 	6687 	6632 	6752 	6892 	6485 	6135 	5628 	5424 	5279 	5265 	5265 	5097 	4800 	4400 	4100 	4000 	3700 	3400 	3400 	3400 	3200 	3100 
TRC,NR,NL33	14090 	14338 	14225 	14453 	14447 	14679 	15484 	15100 	14483 	13582 	13390 	13186 	13238 	12925 	12906 	12400 	11300 	10500 	10300 	9700 	9400 	9300 	9400 	9000 	8600 
TRC,NR,NL34	1934 	1981 	1935 	2075 	2028 	2061 	2105 	2024 	1950 	1854 	1853 	1831 	1751 	1625 	1550 	1500 	1400 	1300 	1300 	1200 	1100 	1100 	1100 	1000 	900 
TRC,NR,NL4	19028 	19233 	19328 	19806 	19736 	19629 	20618 	19947 	19725 	18300 	18247 	18166 	17979 	17878 	17268 	16200 	15100 	14100 	13600 	12600 	11400 	11000 	11100 	10500 	9700 
TRC,NR,NL41	13622 	13713 	13816 	14134 	14195 	14122 	14758 	14222 	14072 	12905 	12714 	12691 	12494 	12526 	12120 	11300 	10400 	9700 	9300 	8700 	7700 	7400 	7500 	7000 	6500 
TRC,NR,NL42	5406 	5520 	5512 	5672 	5541 	5507 	5860 	5725 	5653 	5395 	5533 	5475 	5485 	5352 	5148 	4900 	4700 	4400 	4300 	4000 	3700 	3600 	3600 	3400 	3200 
TRC,NR,NO	8787 	8500 	8100 	7600 	7500 	6900 	7700 	7300 	6600 	6000 	5600 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TRC,NR,NO0	8787 	8500 	8100 	7600 	7500 	6900 	7700 	7300 	6600 	6000 	5600 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TRC,NR,NO01	4467 	4300 	4100 	3900 	3800 	2600 	3000 	2700 	2300 	1900 	1700 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TRC,NR,NO02	646 	600 	500 	400 	400 	400 	400 	500 	400 	400 	400 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TRC,NR,NO03	958 	900 	900 	800 	800 	700 	800 	800 	800 	800 	800 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TRC,NR,NO04	755 	700 	700 	700 	700 	600 	700 	600 	600 	600 	600 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TRC,NR,NO05	833 	800 	700 	700 	800 	1600 	1800 	1700 	1500 	1300 	1100 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TRC,NR,NO06	560 	500 	500 	600 	500 	500 	500 	500 	500 	400 	400 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TRC,NR,NO07	556 	600 	500 	500 	500 	500 	500 	500 	500 	500 	500 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TRC,NR,PL	303189 	280400 	257000 	238700 	214600 	201000 	198000 	175000 	146000 	128000 	130300 	123200 	112300 	104500 	97300 	86300 	78200 	65900 e	60500 e	55400 e	51400 	46400 	42600 	40000 	35900 
TRC,NR,PL1	88698 	81900 	75000 	68500 	61500 	59000 	59000 	52000 	42000 	36000 	38500 	36400 	31800 	28800 	26300 	23600 	21200 	16800 e	16500 e	14500 e	: 	: 	: 	: 	: 
TRC,NR,PL11	17898 	16700 	15000 	14000 	12500 	12000 	11000 	10000 	8000 	8000 	7500 	6900 	6300 	6000 	5500 	4500 	4500 	3800 e	3300 e	2800 e	: 	: 	: 	: 	: 
TRC,NR,PL12	70800 	65200 	60000 	54500 	49000 	47000 	48000 	42000 	34000 	28000 	31000 	29500 	25500 	22800 	20800 	19100 	16700 	13000 e	13200 e	11700 e	: 	: 	: 	: 	: 
TRC,NR,PL2	48584 	45300 	42000 	39500 	35900 	34000 	33000 	30000 	25000 	23000 	21700 	20700 	18600 	17700 	16500 	15100 	12800 	10700 e	9600 e	8900 e	: 	: 	: 	: 	: 
TRC,NR,PL21	19448 	18100 	17000 	15300 	13600 	13000 	12000 	11000 	9000 	9000 	8500 	8100 	7100 	7100 	6700 	6100 	5300 	4500 e	4100 e	3900 e	: 	: 	: 	: 	: 
TRC,NR,PL22	29136 	27200 	25000 	24200 	22300 	21000 	21000 	19000 	16000 	14000 	13200 	12600 	11500 	10600 	9800 	9000 	7500 	6200 e	5500 e	5000 e	: 	: 	: 	: 	: 
TRC,NR,PL3	43003 	40200 	37000 	34800 	31100 	29000 	28000 	25000 	21000 	19000 	18700 	17600 	16500 	15900 	14800 	13100 	11100 	9500 e	8500 e	7600 e	: 	: 	: 	: 	: 
TRC,NR,PL31	14550 	13600 	13000 	11600 	10400 	10000 	9000 	8000 	7000 	6000 	6400 	5900 	5400 	5000 	4800 	4100 	3900 	3500 e	3100 e	2700 e	: 	: 	: 	: 	: 
TRC,NR,PL32	11038 	10300 	9000 	8700 	7700 	7000 	7000 	6000 	5000 	5000 	4400 	4200 	3800 	3700 	3600 	3200 	2600 	2200 e	1900 e	1700 e	: 	: 	: 	: 	: 
TRC,NR,PL33	9106 	8500 	8000 	7800 	7100 	7000 	7000 	6000 	5000 	5000 	4700 	4500 	4300 	4700 	4300 	3900 	3000 	2500 e	2400 e	2200 e	: 	: 	: 	: 	: 
TRC,NR,PL34	8309 	7800 	7000 	6700 	5900 	5000 	5000 	5000 	4000 	3000 	3200 	3000 	3000 	2500 	2100 	1900 	1600 	1300 e	1100 e	1000 e	: 	: 	: 	: 	: 
TRC,NR,PL4	57628 	52000 	47000 	42400 	37100 	34000 	33000 	29000 	25000 	22000 	22500 	21200 	19500 	18200 	17300 	15300 	14000 	12100 e	10700 e	10400 e	: 	: 	: 	: 	: 
TRC,NR,PL41	37438 	33500 	30000 	27100 	23900 	22000 	21000 	19000 	16000 	14000 	14100 	13200 	11900 	10800 	9900 	9000 	7900 	6700 e	5700 e	5500 e	: 	: 	: 	: 	: 
TRC,NR,PL42	12139 	11100 	10000 	9200 	7900 	7000 	7000 	6000 	5000 	5000 	5100 	4800 	4600 	4600 	4500 	3900 	3800 	3300 e	3100 e	3100 e	: 	: 	: 	: 	: 
TRC,NR,PL43	8051 	7400 	7000 	6100 	5300 	5000 	5000 	4000 	4000 	3000 	3300 	3100 	3000 	2800 	2900 	2400 	2300 	2100 e	1900 e	1800 e	: 	: 	: 	: 	: 
TRC,NR,PL5	22921 	21500 	20000 	19000 	17100 	16000 	16000 	14000 	13000 	11000 	10300 	9800 	9600 	9400 	8900 	6800 	7000 	6200 e	5600 e	5100 e	: 	: 	: 	: 	: 
TRC,NR,PL51	15877 	14900 	14000 	13200 	11900 	11000 	11000 	10000 	9000 	8000 	7100 	6700 	6800 	6700 	6400 	4700 	5200 	4600 e	4100 e	3700 e	: 	: 	: 	: 	: 
TRC,NR,PL52	7044 	6600 	6000 	5800 	5200 	5000 	5000 	4000 	4000 	3000 	3200 	3000 	2800 	2700 	2500 	2100 	1800 	1600 e	1500 e	1400 e	: 	: 	: 	: 	: 
TRC,NR,PL6	42355 	39500 	36000 	34500 	31900 	29000 	29000 	25000 	20000 	17000 	18600 	17600 	16300 	14500 	13600 	12200 	11900 	10700 e	9600 e	8800 e	: 	: 	: 	: 	: 
TRC,NR,PL61	14444 	13500 	12000 	11200 	10200 	9000 	9000 	7000 	6000 	6000 	6400 	6000 	5600 	5100 	5400 	4800 	4300 	3900 e	3700 e	3300 e	: 	: 	: 	: 	: 
TRC,NR,PL62	7736 	7400 	7000 	6800 	6600 	6000 	6000 	5000 	4000 	3000 	3600 	3400 	3300 	3000 	1800 	1700 	2500 	2200 e	2000 e	1800 e	: 	: 	: 	: 	: 
TRC,NR,PL63	20175 	18600 	17000 	16500 	15100 	14000 	14000 	13000 	10000 	8000 	8600 	8200 	7400 	6000 	6000 	5700 	5100 	4600 e	3900 e	3700 e	: 	: 	: 	: 	: 
TRC,NR,PT	30116 	32800 	33900 	41900 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TRC,NR,PT1	30116 	32800 	33900 	41900 	44500 	43900 	43000 	45100 	50000 	46900 	: 	58400 	58400 	54600 	49900 	44300 	39000 	34000 	31000 	28000 	26000 	25000 	24000 	21500 	19500 
TRC,NR,PT11	8467 	8600 	8900 	10500 	11200 	11200 	11000 	11500 	12600 	11800 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TRC,NR,PT15	564 	600 	13200 	15900 	12100 	12400 	12300 	13000 	14200 	13300 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TRC,NR,PT16	11572 	12600 	8700 	11900 	18900 	17700 	17100 	17700 	19800 	18700 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TRC,NR,PT17	6961 	8500 	2500 	2900 	1500 	1700 	1600 	2000 	2300 	2200 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TRC,NR,PT18	2551 	2500 	600 	600 	800 	900 	900 	900 	1000 	1000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TRC,NR,RO	94206 	84900 	77700 	30300 	31100 	32100 	33200 	33900 	33500 	36300 	38200 	35600 	34000 	33100 	32100 	31300 	30200 	28700 	23200 	22100 	20700 	19100 	17700 	15400 	: 
TRC,NR,RO1	25610 	22800 	20400 	7700 	8000 	8500 	8900 	9400 	9500 	10600 	12900 	12400 	12300 	: 	: 	: 	: 	: 	6700 	6400 	4800 	4300 	4000 	3700 	: 
TRC,NR,RO11	15596 	13800 	12100 	4200 	4400 	4700 	4900 	5200 	5300 	5400 	5100 	4800 	4700 	: 	: 	: 	: 	: 	2000 	1900 	1700 	1400 	1300 	1100 	: 
TRC,NR,RO12	10014 	9000 	8300 	3500 	3600 	3800 	4000 	4200 	4200 	5200 	7800 	7600 	7600 	: 	: 	: 	: 	: 	4700 	4500 	3100 	2900 	2700 	2600 	: 
TRC,NR,RO2	19078 	16900 	15300 	7100 	7000 	6900 	6900 	6800 	6500 	7000 	6900 	6600 	6200 	: 	: 	: 	: 	: 	4900 	4500 	3800 	2700 	2400 	2200 	: 
TRC,NR,RO21	9778 	8400 	7400 	3100 	3200 	3300 	3400 	3400 	3400 	3900 	4000 	3900 	3700 	: 	: 	: 	: 	: 	2600 	2400 	2000 	1200 	1200 	1100 	: 
TRC,NR,RO22	9300 	8500 	7900 	4000 	3800 	3600 	3500 	3400 	3100 	3100 	2900 	2700 	2500 	: 	: 	: 	: 	: 	2300 	2100 	1800 	1500 	1200 	1100 	: 
TRC,NR,RO3	35038 	32200 	30100 	10200 	10700 	11400 	12100 	12500 	12400 	12200 	12000 	10400 	9500 	: 	: 	: 	: 	: 	6000 	5800 	6900 	6600 	6000 	4300 	: 
TRC,NR,RO31	12242 	10800 	9700 	4200 	4000 	3900 	3700 	3500 	3400 	3900 	4200 	3900 	3700 	: 	: 	: 	: 	: 	1900 	1800 	3100 	3000 	2900 	2900 	: 
TRC,NR,RO32	22796 	21400 	20400 	6000 	6700 	7500 	8400 	9000 	9000 	8300 	7800 	6500 	5800 	: 	: 	: 	: 	: 	4100 	4000 	3800 	3600 	3100 	1400 	: 
TRC,NR,RO4	14480 	13000 	11900 	5300 	5400 	5300 	5300 	5200 	5100 	6500 	6400 	6200 	6000 	: 	: 	: 	: 	: 	5600 	5400 	5200 	5500 	5300 	5200 	: 
TRC,NR,RO41	5472 	5000 	4600 	2100 	2100 	2000 	2000 	1900 	1900 	2300 	2300 	2200 	2200 	: 	: 	: 	: 	: 	1300 	1200 	1100 	1100 	1000 	1000 	: 
TRC,NR,RO42	9008 	8000 	7300 	3200 	3300 	3300 	3300 	3300 	3200 	4200 	4100 	4000 	3800 	: 	: 	: 	: 	: 	4300 	4200 	4100 	4400 	4300 	4200 	: 
TRC,NR,SE	8315 	8400 	8600 	8800 	8600 	8000 	8200 	8400 	7800 	7200 	7000 	6700 	6700 	6600 	6700 	6500 	6200 	5500 	5000 	5000 	4400 	3800 	3500 	3400 	4000 
TRC,NR,SE1	1766 	1800 	1700 	1700 	1700 	1500 	1600 	1700 	1500 	1300 	1300 	1200 	1200 	1200 	1200 	1100 	1100 	1000 	900 	900 	900 	700 	700 	700 	900 
TRC,NR,SE11	854 	800 	800 	800 	700 	700 	800 	800 	700 	600 	600 	600 	600 	600 	600 	600 	600 	500 	500 	500 	500 	400 	400 	400 	500 
TRC,NR,SE12	912 	1000 	1000 	1000 	900 	800 	900 	900 	800 	700 	700 	600 	600 	600 	600 	500 	500 	500 	400 	400 	400 	300 	300 	300 	400 
TRC,NR,SE2	5091 	5200 	5400 	5700 	5600 	5200 	5200 	5400 	5100 	4600 	4600 	4500 	4500 	4500 	4500 	4400 	4100 	3600 	3300 	3400 	2900 	2500 	2200 	2100 	2400 
TRC,NR,SE21	851 	800 	800 	900 	800 	800 	800 	900 	800 	700 	700 	700 	600 	600 	600 	600 	500 	500 	400 	400 	300 	300 	200 	200 	300 
TRC,NR,SE22	1854 	1900 	2000 	2100 	2200 	2100 	2100 	2100 	2000 	1800 	1800 	1700 	1700 	1700 	1700 	1700 	1600 	1400 	1300 	1300 	1100 	900 	800 	800 	800 
TRC,NR,SE23	2386 	2500 	2600 	2700 	2600 	2400 	2300 	2400 	2300 	2100 	2100 	2100 	2200 	2200 	2200 	2100 	2000 	1700 	1600 	1700 	1500 	1300 	1200 	1100 	1300 
TRC,NR,SE3	1458 	1400 	1400 	1400 	1300 	1200 	1300 	1300 	1300 	1100 	1100 	1000 	1000 	1000 	1000 	1000 	900 	800 	800 	800 	600 	600 	600 	600 	700 
TRC,NR,SE31	678 	700 	700 	700 	600 	600 	600 	600 	600 	500 	500 	500 	500 	500 	500 	500 	400 	400 	400 	400 	300 	300 	300 	300 	300 
TRC,NR,SE32	314 	300 	300 	300 	300 	300 	300 	300 	300 	300 	300 	200 	200 	200 	200 	200 	200 	200 	200 	200 	100 	100 	100 	100 	200 
TRC,NR,SE33	466 	500 	500 	400 	400 	400 	400 	400 	400 	300 	300 	300 	300 	300 	300 	300 	300 	200 	200 	200 	200 	200 	200 	200 	200 
TRC,NR,SI	10162 	9638 	9312 	9136 	8986 	8884 	9671 	8677 	7168 	6213 	5577 	4969 	4768 	4583 	4281 	4056 	3898 	3759 	3616 	3333 	2892 	2744 	2414 b	: 	: 
TRC,NR,SI0	10162 	9638 	9312 	9136 	8986 	8884 	9671 	8677 	7168 	6213 	5577 	4969 	4768 	4583 	4281 	4056 	3898 	3759 	3616 	3333 	2892 	2744 	2414 b	: 	: 
TRC,NR,SI03	5292 	5054 	4819 	4805 	4721 	4689 	5147 	4529 	3726 	3247 	2849 	2537 	2407 	2315 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TRC,NR,SI04	4870 	4584 	4493 	4331 	4265 	4195 	4524 	4148 	3442 	2966 	2728 	2432 	2361 	2268 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TRC,NR,SK	28429 	28000 	26000 	25000 	23000 	22600 	21400 	19600 	16500 	14100 	11400 	8900 	6800 	5000 	3300 	2300 	1700 	600 	: 	: 	: 	: 	: 	: 	: 
TRC,NR,SK0	28429 	28000 	26000 	25000 	23000 	22600 	21400 	19600 	16500 	14100 	11400 	8900 	6800 	5000 	3300 	2300 	1700 	600 	: 	: 	: 	: 	: 	: 	: 
TRC,NR,SK01	6809 	7000 	6000 	6000 	5000 	4600 	4100 	3400 	2600 	2200 	1500 	1200 	800 	600 	400 	300 	200 	100 	: 	: 	: 	: 	: 	: 	: 
TRC,NR,SK02	11075 	11000 	10000 	10000 	9000 	9200 	8800 	8200 	7000 	5900 	4800 	3700 	2900 	2100 	1400 	1000 	700 	300 	: 	: 	: 	: 	: 	: 	: 
TRC,NR,SK03	5420 	5000 	5000 	5000 	5000 	4400 	4300 	4100 	3500 	3200 	2700 	2100 	1600 	1200 	800 	600 	400 	100 	: 	: 	: 	: 	: 	: 	: 
TRC,NR,SK04	5125 	5000 	5000 	4000 	4000 	4400 	4200 	3900 	3400 	2800 	2400 	1900 	1500 	1100 	700 	500 	400 	100 	: 	: 	: 	: 	: 	: 	: 
TRC,NR,TR	197218 	180229 	164417 	146525 	126546 	114400 	110400 	99100 	88600 	76600 	68000 	46700 	42900 	41600 	40700 	37500 	36600 	33300 	30200 	27800 	26300 	25700 	24700 	23800 	23300 
TRC,NR,TR1	35114 	33569 	32682 	31852 	28832 	28800 	30200 	28800 	25400 	22300 	20000 	7800 	7500 	7600 	7800 	7600 	8100 	7500 	7700 	7000 	6400 	6100 	5800 	5300 	5200 
TRC,NR,TR10	35114 	33569 	32682 	31852 	28832 	28800 	30200 	28800 	25400 	22300 	20000 	7800 	7500 	7600 	7800 	7600 	8100 	7500 	7700 	7000 	6400 	6100 	5800 	5300 	5200 
TRC,NR,TR2	5839 	5038 	4288 	3627 	2894 	2400 	2200 	1700 	1300 	900 	1000 	500 	400 	400 	400 	300 	300 	300 	300 	300 	300 	300 	300 	300 	300 
TRC,NR,TR21	2977 	2512 	2051 	1669 	1308 	1100 	1000 	800 	500 	400 	0 	200 	200 	200 	200 	200 	200 	200 	200 	200 	200 	200 	200 	200 	200 
TRC,NR,TR22	2862 	2526 	2237 	1958 	1586 	1300 	1200 	900 	700 	500 	1000 	300 	200 	200 	200 	200 	200 	100 	100 	100 	100 	100 	100 	100 	100 
TRC,NR,TR3	17152 	15531 	14080 	12585 	10862 	9400 	9100 	8200 	7100 	5700 	5000 	3300 	2800 	2500 	2300 	1900 	1900 	1700 	1700 	1600 	1500 	1400 	1300 	1300 	1200 
TRC,NR,TR31	7328 	6814 	6422 	6006 	5424 	4900 	4800 	4500 	4000 	3300 	3000 	2000 	1700 	1500 	1400 	1200 	1200 	1200 	1100 	1000 	900 	800 	700 	700 	600 
TRC,NR,TR32	4340 	3831 	3268 	2856 	2356 	2000 	1900 	1800 	1500 	1100 	1000 	600 	500 	500 	400 	300 	300 	200 	200 	200 	200 	200 	200 	200 	200 
TRC,NR,TR33	5484 	4886 	4390 	3723 	3082 	2600 	2400 	2000 	1600 	1300 	1000 	700 	500 	500 	500 	300 	400 	300 	300 	400 	400 	400 	400 	400 	400 
TRC,NR,TR4	21058 	19068 	16996 	14911 	12658 	11300 	11000 	10000 	8500 	7100 	6000 	4800 	4100 	3800 	3600 	3300 	3300 	2800 	2700 	2700 	2500 	2400 	2200 	2100 	2000 
TRC,NR,TR41	7987 	7402 	6653 	5870 	5002 	4400 	4200 	3800 	3200 	2600 	2000 	1600 	1300 	1200 	1200 	1000 	1000 	800 	700 	700 	700 	700 	700 	600 	600 
TRC,NR,TR42	13071 	11666 	10343 	9041 	7656 	6900 	6800 	6200 	5400 	4500 	4000 	3200 	2700 	2600 	2400 	2300 	2300 	2000 	2000 	2000 	1800 	1700 	1600 	1400 	1400 
TRC,NR,TR5	22932 	21320 	19518 	16827 	14359 	12300 	11600 	10700 	9600 	8500 	8000 	6900 	6400 	6400 	6400 	6000 	6300 	5900 	5600 	5200 	5000 	5000 	4800 	4700 	4800 
TRC,NR,TR51	13933 	12971 	12167 	10611 	9198 	8100 	7800 	7200 	6600 	6000 	5000 	5000 	4600 	4600 	4600 	4400 	4600 	4300 	4100 	3900 	3800 	3800 	3600 	3600 	3700 
TRC,NR,TR52	8999 	8349 	7351 	6216 	5161 	4100 	3800 	3500 	3000 	2500 	2000 	1900 	1800 	1800 	1800 	1700 	1800 	1600 	1500 	1400 	1200 	1200 	1200 	1100 	1100 
TRC,NR,TR6	38116 	34022 	30535 	27192 	23746 	21300 	20100 	18000 	15900 	13600 	12000 	8700 	7500 	6900 	6500 	6000 	6300 	6000 	6000 	6000 	5700 	5500 	5500 	5200 	4900 
TRC,NR,TR61	4652 	4091 	3599 	3043 	2526 	2100 	2100 	1800 	1400 	1000 	1000 	800 	700 	600 	500 	500 	500 	400 	300 	300 	300 	300 	200 	200 	200 
TRC,NR,TR62	20030 	17649 	15437 	13189 	10978 	9600 	8800 	7700 	6800 	5800 	5000 	3700 	3100 	2900 	2800 	2500 	2500 	2500 	2400 	2300 	2100 	2100 	2100 	2100 	2100 
TRC,NR,TR63	13434 	12282 	11499 	10960 	10242 	9700 	9300 	8500 	7800 	6800 	6000 	4200 	3700 	3500 	3200 	3000 	3300 	3100 	3300 	3400 	3200 	3100 	3200 	2900 	2600 
TRC,NR,TR7	10246 	8938 	7872 	6719 	5436 	4400 	4000 	3500 	3000 	2200 	2000 	2000 	1700 	1600 	1600 	1500 	1600 	1400 	1400 	1400 	1400 	1500 	1500 	1600 	1700 
TRC,NR,TR71	4645 	3897 	3328 	2836 	2309 	1800 	1600 	1400 	1200 	1000 	1000 	900 	800 	700 	700 	700 	700 	700 	700 	700 	700 	800 	800 	800 	900 
TRC,NR,TR72	5601 	5041 	4544 	3883 	3127 	2600 	2300 	2100 	1800 	1300 	1000 	1100 	1000 	900 	900 	800 	900 	800 	800 	700 	700 	700 	700 	700 	800 
TRC,NR,TR8	7824 	7166 	6584 	5740 	4623 	3800 	3400 	3000 	2500 	2000 	2000 	1600 	1400 	1400 	1300 	1200 	1200 	1200 	1100 	1200 	1100 	1200 	1100 	1100 	1100 
TRC,NR,TR81	2430 	2268 	2190 	1987 	1702 	1600 	1500 	1400 	1200 	1000 	1000 	800 	800 	700 	700 	700 	700 	700 	600 	700 	700 	700 	600 	600 	600 
TRC,NR,TR82	1322 	1190 	1029 	876 	675 	500 	400 	300 	200 	200 	0 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 
TRC,NR,TR83	4072 	3708 	3365 	2877 	2246 	1700 	1500 	1300 	1000 	800 	1000 	600 	600 	500 	500 	400 	400 	400 	400 	400 	400 	400 	400 	400 	400 
TRC,NR,TR9	5744 	5258 	4690 	4025 	3316 	3000 	2900 	2500 	2200 	1700 	2000 	1100 	900 	800 	800 	700 	700 	600 	500 	500 	500 	500 	400 	400 	400 
TRC,NR,TR90	5744 	5258 	4690 	4025 	3316 	3000 	2900 	2500 	2200 	1700 	2000 	1100 	900 	800 	800 	700 	700 	600 	500 	500 	500 	500 	400 	400 	400 
TRC,NR,TRA	3399 	3075 	2913 	2855 	2178 	1600 	1300 	1100 	1000 	900 	1000 	500 	500 	500 	500 	500 	300 	300 	300 	400 	400 	400 	400 	400 	300 
TRC,NR,TRA1	1029 	891 	775 	639 	480 	400 	400 	300 	300 	200 	0 	100 	100 	100 	100 	100 	100 	100 	200 	200 	200 	200 	200 	200 	200 
TRC,NR,TRA2	2370 	2184 	2138 	2216 	1698 	1200 	1000 	800 	700 	700 	1000 	400 	400 	400 	400 	400 	300 	200 	200 	200 	200 	200 	200 	200 	200 
TRC,NR,TRB	2938 	2649 	2329 	1829 	1348 	1000 	800 	700 	600 	500 	0 	400 	300 	300 	300 	200 	200 	200 	300 	300 	300 	300 	300 	300 	300 
TRC,NR,TRB1	1690 	1507 	1307 	1096 	855 	700 	600 	500 	400 	300 	0 	200 	200 	200 	200 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 
TRC,NR,TRB2	1248 	1142 	1022 	733 	493 	400 	300 	200 	200 	200 	0 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 
TRC,NR,TRC	26856 	24595 	21930 	18363 	16294 	15200 	13800 	10900 	11600 	11200 	10000 	9100 	9300 	9400 	9200 	8300 	6300 	5400 	2600 	1300 	1100 	1100 	1100 	1000 	1100 
TRC,NR,TRC1	8249 	7396 	6554 	5633 	4489 	4100 	3700 	3100 	3000 	2400 	2000 	1000 	700 	700 	600 	400 	500 	400 	500 	400 	400 	400 	400 	300 	300 
TRC,NR,TRC2	4256 	3855 	3159 	2697 	1919 	1100 	700 	600 	500 	500 	0 	200 	200 	200 	200 	200 	200 	200 	200 	200 	200 	200 	200 	200 	300 
TRC,NR,TRC3	14351 	13344 	12217 	10033 	9886 	10000 	9400 	7200 	8100 	8200 	8000 	7800 	8300 	8500 	8400 	7700 	5600 	4800 	2000 	600 	500 	500 	500 	500 	500 
TRC,NR,UK	119311 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	226800 	106500 
TRC,NR,UKC	4075 	3937 	3682 	3726 	3624 	3534 	3441 	3187 	2899 	2554 	2355 	2210 	2072 	2258 	2517 	2502 	2215 	1848 	1624 	1288 	979 	: 	: 	: 	: 
